field,biome,country,pesticide_kg_ha,nearbyorg,pest_abu_ha
organic,temperate,C,0.465,0.34,310.4
conventional,tropical,F,3.476,0.01,346
conventional,temperate,D,0.83,0.02,259.8
organic,boreal,F,0.213,0.4,247.4
organic,boreal,K,1.4,0.48,254.4
conventional,boreal,M,3,0.05,216.4
conventional,temperate,S,2.606,0.1,241.2
conventional,temperate,O,3.281,0.01,203.3
conventional,boreal,C,3.596,0.03,201.9
conventional,temperate,D,2.366,0.03,282
conventional,boreal,A,0.364,0.03,288.9
organic,temperate,A,0.947,0.42,287.3
conventional,temperate,W,4.55,0.04,227.1
conventional,tropical,B,5.301,0.01,316.5
conventional,temperate,R,2.452,0.06,235.7
organic,boreal,M,0.627,0.53,235.3
organic,temperate,J,0.388,0.45,324.2
organic,temperate,L,1.524,0.36,274.7
conventional,tropical,U,2.541,0.02,403.4
conventional,tropical,S,3.964,0,335.1
organic,temperate,C,1.252,0.39,271.6
conventional,temperate,O,3.533,0.01,284.1
conventional,temperate,X,2.189,0.01,263.3
organic,temperate,V,0.575,0.47,283.7
conventional,tropical,V,0.778,0.27,406.2
organic,boreal,Z,0.756,0.42,232.2
conventional,boreal,L,1.137,0.01,177.8
conventional,tropical,H,3.872,0.06,353.1
organic,temperate,Z,1.54,0.35,260.5
organic,tropical,W,2.234,0.48,321.9
conventional,boreal,Y,0.132,0.01,261.1
conventional,temperate,I,3.5,0.03,265.7
conventional,boreal,I,0.497,0.04,263.9
conventional,boreal,W,2.351,0.1,262.3
conventional,tropical,D,3.985,0.02,345.4
conventional,tropical,T,4.384,0.07,306.7
conventional,boreal,P,2.666,0.02,186.4
organic,boreal,D,0.105,0.37,231.4
conventional,tropical,J,3.388,0.01,338.4
organic,tropical,S,0.575,0.27,388.7
conventional,tropical,Q,4.15,0.05,342.5
conventional,boreal,B,1.566,0.01,248.4
conventional,temperate,C,2.89,0.01,256.8
organic,boreal,R,0.452,0.47,254.4
conventional,boreal,P,2.17,0.03,197.8
conventional,temperate,C,4.246,0,209.2
conventional,temperate,O,3.228,0.13,279.6
organic,tropical,R,1.97,0.35,364.8
organic,temperate,C,0.609,0.46,273.7
conventional,boreal,J,2.078,0.01,249.2
conventional,boreal,F,2.714,0.01,213.4
conventional,temperate,L,0.189,0.05,288.5
conventional,tropical,A,4.169,0,297.8
conventional,boreal,B,3.113,0.02,188.7
organic,tropical,I,1.837,0.33,333.8
conventional,tropical,O,2.77,0.03,329.7
conventional,temperate,E,3.458,0.02,276.2
conventional,temperate,J,2.223,0.06,254.5
organic,boreal,L,0.779,0.39,261.8
organic,temperate,U,1.861,0.41,266.2
organic,tropical,U,1.784,0.48,327.5
conventional,temperate,U,1.313,0.13,265.4
conventional,temperate,G,3.25,0.03,233.7
organic,temperate,V,1.425,0.36,293.6
organic,boreal,C,0.85,0.45,261
conventional,boreal,I,2.106,0.09,246.6
conventional,temperate,V,5.405,0.02,235.4
conventional,tropical,B,2.537,0,301.2
conventional,temperate,A,1.413,0.03,295.2
conventional,tropical,V,3.629,0.01,304.1
conventional,boreal,B,2.829,0,186.5
organic,tropical,K,1.957,0.43,358.2
organic,tropical,J,1.817,0.5,347.7
conventional,temperate,O,0.768,0.08,280.4
organic,boreal,X,0.715,0.39,244.4
conventional,tropical,M,3.826,0,343.1
organic,temperate,M,0.203,0.45,310.7
organic,boreal,M,0.273,0.43,237.3
conventional,boreal,J,3.211,0.02,225.6
organic,temperate,X,0.994,0.33,296.1
organic,tropical,O,1.562,0.37,373.8
organic,tropical,Y,1.997,0.25,353
organic,tropical,G,0.94,0.36,422
conventional,boreal,U,2.158,0.02,209.9
organic,boreal,N,0.71,0.6,217.4
organic,boreal,R,0.532,0.39,257.6
organic,tropical,Z,1.979,0.41,360.5
conventional,temperate,X,0.005,0.05,283.6
organic,boreal,M,0.275,0.44,255.7
organic,temperate,M,0.939,0.42,273.4
organic,temperate,A,0.582,0.42,313.8
conventional,temperate,P,2.416,0.05,285
organic,boreal,T,0.427,0.45,268.1
organic,temperate,U,0.784,0.52,316.6
conventional,tropical,C,2.15,0.02,322.3
organic,tropical,B,1.82,0.57,337.6
conventional,tropical,I,4.111,0.03,319
organic,temperate,D,0.85,0.46,287.9
conventional,boreal,T,4.997,0,159.9
organic,temperate,I,0.582,0.34,279.4
organic,temperate,E,1.25,0.37,276.5
conventional,tropical,L,4.463,0.04,327.4
organic,boreal,I,0.369,0.52,253
conventional,tropical,Y,6.358,0,274.7
conventional,temperate,B,3.739,0.07,233.4
conventional,temperate,D,3.926,0.01,250.8
conventional,temperate,L,3.766,0.04,234.2
organic,temperate,S,0.876,0.49,290.5
conventional,tropical,M,3.357,0.02,361.9
organic,boreal,H,0.952,0.4,217.4
organic,tropical,G,1.848,0.36,368.8
conventional,tropical,I,2.815,0.02,337.3
organic,temperate,I,2.024,0.22,274.4
organic,temperate,O,1.086,0.37,270.3
organic,temperate,E,1.688,0.57,246.2
conventional,boreal,M,0.877,0.05,238.3
organic,boreal,L,0.003,0.43,219.5
conventional,temperate,H,2.058,0.01,275
conventional,temperate,W,2.369,0,252.3
conventional,tropical,H,4.123,0.03,324.6
organic,temperate,D,0.498,0.39,313.6
organic,tropical,R,1.549,0.42,391.2
organic,temperate,K,0.291,0.48,287.2
organic,boreal,Y,0.081,0.51,276.7
conventional,boreal,L,0.27,0,278.9
organic,tropical,A,1.541,0.32,354.9
conventional,boreal,N,0.362,0,213.4
conventional,tropical,I,2.793,0,320.5
conventional,temperate,H,0.967,0.02,259.3
organic,tropical,I,1.895,0.39,351.6
organic,boreal,V,1.179,0.29,238.7
organic,tropical,T,1.387,0.51,363.3
conventional,temperate,M,2.449,0.08,252.8
organic,tropical,B,2.127,0.46,332.1
organic,tropical,I,0.574,0.49,385.9
conventional,temperate,T,1.783,0.08,262.1
organic,tropical,P,2.625,0.43,351.4
conventional,tropical,N,1.108,0.1,381.2
conventional,temperate,U,4.025,0.02,227.3
conventional,boreal,C,2.58,0.07,224.8
conventional,boreal,C,1.445,0.04,259.4
organic,tropical,U,1.474,0.56,349.7
conventional,temperate,J,1.65,0.02,290.1
organic,tropical,T,0.46,0.47,376.2
conventional,temperate,P,4.793,0.04,222.1
organic,boreal,V,0.56,0.62,251.1
conventional,boreal,R,1.067,0.03,254.2
organic,boreal,G,0.69,0.57,250
organic,boreal,P,1.282,0.56,191.6
conventional,tropical,D,1.113,0.01,346.4
organic,temperate,O,1.121,0.44,293.4
organic,boreal,G,0.599,0.43,252.3
conventional,tropical,Y,3.298,0.02,339
conventional,tropical,Z,2.803,0.01,344.7
organic,temperate,O,0.689,0.55,282.5
organic,boreal,T,0.351,0.4,260.9
organic,temperate,U,0.784,0.36,313.5
organic,tropical,X,2.548,0.52,378
conventional,boreal,J,1.89,0,183.4
conventional,boreal,F,2.96,0,221.7
conventional,tropical,O,2.934,0.06,348.3
organic,tropical,J,1.835,0.34,376.7
organic,boreal,V,0.638,0.51,224.1
conventional,temperate,A,3.541,0,217.6
conventional,boreal,U,1.685,0,236.6
conventional,tropical,Q,2.687,0.04,338.6
organic,tropical,B,1.074,0.35,350.4
organic,tropical,J,2.16,0.38,360.6
organic,boreal,U,1.263,0.5,261.9
conventional,boreal,J,4.615,0.01,179.2
conventional,tropical,V,3.996,0.03,333.1
organic,boreal,I,0.442,0.38,238
conventional,boreal,F,1.136,0.08,246.8
organic,temperate,C,1.482,0.57,267.4
conventional,temperate,Y,3.372,0,256.3
organic,temperate,K,1.732,0.4,254.2
organic,boreal,T,1.449,0.37,285.2
organic,tropical,P,1.934,0.58,344.6
conventional,tropical,W,4.981,0.08,288.8
conventional,boreal,W,1.22,0.11,260.8
organic,tropical,A,1.402,0.46,363.4
organic,tropical,M,1.59,0.34,386.2
organic,tropical,M,1.662,0.26,406.9
organic,temperate,S,1.11,0.44,286.6
organic,temperate,I,1.121,0.36,249.6
conventional,boreal,I,2.018,0.07,208.6
organic,temperate,C,1.273,0.7,237
organic,tropical,P,2.251,0.45,348.6
conventional,tropical,X,3.861,0,284.8
organic,tropical,M,1.558,0.51,363
conventional,boreal,V,3.391,0.01,190.8
organic,tropical,T,0.667,0.33,330.3
organic,tropical,X,1.583,0.54,378.5
organic,tropical,H,1.346,0.49,351
organic,tropical,F,1.321,0.39,353.9
organic,boreal,S,1.014,0.42,254.3
conventional,temperate,L,3.185,0.03,270.5
conventional,boreal,Y,3.163,0,230
conventional,temperate,S,3.333,0,241.9
organic,temperate,M,1.586,0.37,312.2
conventional,boreal,Y,0.506,0.06,265.4
conventional,boreal,T,2.365,0.01,201.4
conventional,temperate,E,1.633,0.05,255.4
conventional,temperate,H,2.943,0.03,273.7
conventional,temperate,T,1.867,0.01,281.8
conventional,boreal,K,2.66,0.02,236.9
conventional,temperate,Y,4.264,0.01,222.5
conventional,temperate,V,5.605,0.03,212.5
organic,temperate,R,0.478,0.43,288.1
conventional,tropical,Q,3.681,0,333.2
organic,temperate,M,0.85,0.55,261.2
organic,boreal,P,0.439,0.47,275
organic,temperate,D,0.771,0.52,275.8
conventional,temperate,G,2.525,0.1,279.1
organic,temperate,P,1.398,0.44,284.2
organic,tropical,I,2.145,0.52,311.5
organic,tropical,I,2.498,0.54,381.2
conventional,tropical,R,3.803,0.05,291.6
conventional,boreal,P,3.018,0.09,197.5
organic,temperate,U,1.093,0.42,287.9
conventional,boreal,J,0.833,0.02,235.8
conventional,temperate,N,1.301,0.05,250.3
conventional,boreal,V,1.681,0.01,210.5
organic,tropical,S,2.068,0.45,347.3
conventional,tropical,Z,2.349,0.03,347.4
organic,tropical,B,2.418,0.53,334.1
conventional,temperate,L,3.473,0.08,252.8
conventional,temperate,R,1.239,0.02,273.4
conventional,temperate,F,3.665,0.02,227.8
organic,tropical,M,1.807,0.45,366.9
conventional,temperate,Y,2.753,0.08,256.1
organic,tropical,P,1.911,0.38,360.3
conventional,tropical,E,3.043,0.04,340.2
organic,boreal,F,0.76,0.53,233.8
conventional,tropical,J,3.629,0,334.8
conventional,tropical,O,4.044,0.03,335.9
conventional,temperate,C,0.486,0.06,308.3
organic,boreal,A,0.733,0.34,255
conventional,temperate,G,3.195,0.02,258.6
organic,temperate,U,1.413,0.32,253.3
conventional,boreal,K,2.139,0.02,218.3
organic,temperate,Y,1.206,0.34,297.9
conventional,temperate,Z,3.475,0,249.6
organic,temperate,V,0.919,0.46,287.6
organic,tropical,I,1.811,0.57,336.5
organic,tropical,V,2.055,0.45,360.5
organic,tropical,V,1.124,0.57,357.4
conventional,tropical,N,2.769,0.02,312.6
organic,boreal,R,0.423,0.34,233.1
conventional,tropical,K,2.245,0.01,358
conventional,tropical,B,2.601,0.02,342.5
conventional,boreal,W,4.148,0.03,182.5
conventional,tropical,J,3.038,0.04,341.7
conventional,tropical,R,3.482,0.01,339.5
organic,temperate,E,1.007,0.47,309.2
organic,tropical,V,2.125,0.48,315.2
conventional,tropical,R,0.554,0,393.5
organic,temperate,O,1.017,0.34,303.7
conventional,boreal,T,2.593,0.01,219.7
organic,boreal,O,0.65,0.37,259
conventional,tropical,Z,1.254,0.01,364.7
organic,boreal,B,0.595,0.38,245.4
organic,boreal,Z,0.398,0.56,222.7
organic,temperate,B,1.013,0.48,279.3
organic,tropical,T,2.199,0.36,366.7
organic,temperate,F,1.064,0.43,312.2
organic,boreal,Q,0.099,0.45,255.3
organic,boreal,Q,0.902,0.4,236.6
conventional,tropical,R,5.211,0.04,336
conventional,tropical,L,3.23,0.01,314.1
conventional,tropical,C,2.937,0.04,332.1
conventional,boreal,G,3.607,0.01,210.1
organic,temperate,A,0.407,0.47,306.1
organic,tropical,U,1.816,0.41,336.9
organic,tropical,I,2.607,0.3,396.7
conventional,temperate,H,1.027,0.01,268.7
conventional,boreal,W,1.888,0.03,229.7
organic,temperate,L,1.858,0.37,257
organic,tropical,L,2.265,0.4,341.5
organic,boreal,O,0.99,0.48,257.5
organic,boreal,Q,1.025,0.46,220.8
conventional,temperate,B,3.055,0.07,283.5
organic,tropical,M,1.749,0.42,348.4
organic,boreal,O,0.732,0.31,235.5
conventional,boreal,I,2.205,0.03,236.2
organic,tropical,X,1.376,0.31,386
conventional,tropical,A,2.891,0.03,328.9
organic,boreal,T,0.508,0.28,285.7
conventional,temperate,A,2.671,0.05,272.5
organic,tropical,A,1.444,0.4,357.6
conventional,tropical,Q,3.965,0.02,323.7
organic,temperate,L,1.812,0.36,332.2
conventional,temperate,N,1.584,0.07,260.1
organic,temperate,K,1.168,0.65,263.2
conventional,tropical,C,5.752,0.03,276.9
organic,boreal,I,0.938,0.49,225.6
organic,boreal,N,0.134,0.57,235.5
conventional,tropical,W,4.737,0.03,307.2
conventional,temperate,D,4.278,0.03,272.2
organic,tropical,H,1.491,0.5,344.6
organic,temperate,R,0.205,0.46,307.2
organic,boreal,T,0.792,0.38,225.1
conventional,boreal,U,3.295,0.01,174.7
conventional,boreal,Y,1.227,0,231
organic,temperate,U,0.942,0.35,270.9
conventional,boreal,F,3.449,0.01,217.9
organic,temperate,I,0.976,0.35,269.6
organic,tropical,T,0.988,0.45,403.7
conventional,temperate,P,2.346,0.01,278.6
conventional,temperate,U,3.778,0.08,251.8
organic,tropical,U,1.133,0.51,346.1
conventional,temperate,B,3.912,0.01,206.3
conventional,boreal,K,2.421,0.04,259.2
conventional,temperate,A,1.662,0.02,239.1
conventional,temperate,M,0.822,0.01,254.2
organic,boreal,Q,0.365,0.43,252
organic,tropical,Y,1.563,0.53,347.6
conventional,boreal,H,2.995,0.03,179.1
organic,tropical,J,2.26,0.55,320.1
conventional,tropical,U,4.906,0,303.2
conventional,boreal,Z,3.058,0.01,209.6
conventional,temperate,D,1.659,0.03,295.7
organic,tropical,V,1.474,0.3,342.4
organic,boreal,X,1.869,0.45,232.5
conventional,temperate,C,2.899,0.03,263.2
organic,boreal,E,0.22,0.24,309.9
conventional,tropical,S,3.068,0.03,346.8
organic,tropical,T,1.42,0.5,340.2
conventional,boreal,P,1.146,0.01,224.1
organic,boreal,G,0.215,0.59,255.7
conventional,tropical,I,4.503,0.05,342
organic,temperate,V,1.331,0.38,307.5
organic,tropical,J,1.242,0.44,370.5
organic,temperate,Z,0.587,0.42,257.2
organic,boreal,B,0.64,0.53,240.4
conventional,temperate,U,4.678,0,223.5
conventional,tropical,Q,3.546,0.06,345.9
organic,tropical,D,1.346,0.52,371.5
conventional,tropical,N,2.619,0.01,380.8
conventional,temperate,P,1.157,0.02,276.1
organic,tropical,Y,1.076,0.72,311.5
conventional,tropical,P,1.508,0,368.6
organic,temperate,F,1.437,0.36,290.9
organic,tropical,I,1.117,0.45,358
organic,boreal,P,0.479,0.41,272.9
conventional,tropical,L,3.754,0.02,329.9
organic,boreal,M,0.527,0.37,222.5
organic,temperate,Q,0.814,0.3,309.6
organic,boreal,L,0.384,0.34,286.1
conventional,temperate,F,3.211,0.05,243.3
organic,temperate,B,0.807,0.53,280.2
conventional,temperate,Q,1.368,0,244.5
conventional,tropical,I,1.012,0.01,406.5
conventional,tropical,D,2.464,0.03,328.5
conventional,temperate,S,1.678,0.03,290.7
conventional,temperate,D,3.129,0.01,261.5
conventional,tropical,B,0.952,0,367.7
organic,temperate,V,0.787,0.38,297.5
organic,temperate,Z,1.271,0.37,287.1
conventional,temperate,Q,3.002,0.01,209.6
conventional,tropical,G,3.437,0.01,371.1
conventional,boreal,C,0.491,0.09,277.4
conventional,temperate,J,1.511,0.01,287.5
organic,boreal,H,0.748,0.49,207.3
conventional,tropical,F,4.905,0.08,281.7
conventional,boreal,B,1.5,0.01,271
conventional,tropical,N,4.536,0.03,294.8
conventional,temperate,K,2.735,0.01,246.9
conventional,temperate,V,3.726,0,246.6
conventional,temperate,Q,1.361,0.03,307.5
organic,tropical,D,1.632,0.42,356.2
organic,temperate,G,1.095,0.5,295.4
organic,boreal,H,0.437,0.51,221.2
conventional,temperate,U,2.974,0.02,241.1
conventional,tropical,X,2.541,0.05,319.7
conventional,tropical,J,1.477,0.04,351.2
organic,boreal,E,0.605,0.43,259.6
conventional,tropical,Y,3.994,0.01,318.5
organic,tropical,I,2.168,0.43,337.3
conventional,tropical,F,2.298,0.02,343.2
conventional,boreal,L,2.118,0.03,190.3
conventional,temperate,S,2.772,0.02,264.7
organic,tropical,W,2.008,0.49,321.9
conventional,tropical,W,2.144,0.01,366
conventional,tropical,B,2.336,0,333
conventional,boreal,M,4.235,0.06,199.5
organic,boreal,Z,0.099,0.42,245.5
conventional,boreal,W,5.428,0.03,157.8
organic,tropical,T,1.316,0.46,352.8
conventional,boreal,T,2.819,0.04,250.8
organic,temperate,Z,0.757,0.31,344
organic,tropical,O,1.529,0.38,363.4
conventional,tropical,A,2.517,0.01,354.4
conventional,tropical,Q,1.941,0.01,351.9
organic,boreal,Q,0.648,0.45,241.9
conventional,boreal,T,1.837,0,236.7
organic,tropical,N,2.014,0.53,341.2
conventional,tropical,I,4.571,0.07,327.6
conventional,temperate,B,0.321,0.04,297
organic,boreal,D,0.421,0.42,250.9
organic,boreal,H,0.64,0.39,225.7
conventional,boreal,P,2.155,0,219.6
organic,temperate,B,0.6,0.45,251.4
organic,temperate,X,1.29,0.4,292.7
organic,tropical,A,1.449,0.42,382.6
organic,tropical,E,1.496,0.49,365
conventional,tropical,T,4.262,0,379.6
organic,tropical,F,0.964,0.4,368.1
organic,boreal,U,0.538,0.44,292.8
organic,tropical,Z,1.352,0.52,340.3
organic,temperate,C,1.601,0.41,259
organic,boreal,P,0.6,0.46,243.6
organic,temperate,C,0.781,0.41,293.6
conventional,tropical,M,4.921,0.01,298.9
conventional,tropical,L,3.567,0.01,295.3
organic,temperate,A,1.077,0.33,312.7
organic,temperate,Q,0.858,0.46,308.2
organic,temperate,G,1.317,0.45,267.8
conventional,temperate,Z,2.583,0.01,221.2
conventional,temperate,R,3.689,0,220.8
organic,temperate,U,0.559,0.31,334.4
conventional,temperate,H,0.202,0.01,242.7
organic,boreal,P,0.599,0.56,231.1
organic,boreal,Z,0.857,0.36,259.4
conventional,tropical,E,3.921,0.07,278.1
organic,boreal,S,0.36,0.43,249.4
organic,temperate,Q,0.615,0.37,309.3
organic,tropical,U,2.173,0.34,363.5
conventional,temperate,U,3.058,0.01,202.5
organic,tropical,G,1.696,0.46,357.1
organic,tropical,T,1.456,0.31,377
conventional,tropical,U,3.696,0.01,320.2
organic,temperate,D,1.207,0.34,291.2
conventional,boreal,P,0.918,0.02,258.9
organic,boreal,D,0.461,0.39,275.6
organic,temperate,D,1.162,0.36,223.8
organic,temperate,U,0.632,0.29,315.8
conventional,temperate,X,3.069,0.09,188.1
conventional,boreal,C,1.481,0.04,219.4
organic,boreal,R,1.138,0.49,245.3
organic,tropical,F,1.832,0.46,380.5
organic,tropical,W,2.028,0.49,350
conventional,tropical,I,2.97,0.01,356.2
conventional,boreal,D,1.392,0.07,243.5
conventional,tropical,X,4.136,0.03,301.6
conventional,boreal,B,1.47,0.01,219.3
conventional,tropical,L,2.424,0,362
conventional,boreal,R,2.187,0.01,242.7
organic,tropical,S,1.141,0.44,388.7
organic,temperate,P,1.243,0.37,259.6
organic,boreal,R,0.928,0.5,246.6
organic,temperate,Q,0.489,0.34,341.2
organic,temperate,C,1.128,0.51,316.5
conventional,temperate,R,1.395,0.03,257
conventional,temperate,L,3.828,0.14,234.5
conventional,temperate,L,1.127,0.02,282.9
conventional,boreal,J,2.253,0.01,247.4
organic,boreal,K,0.767,0.42,261.4
conventional,temperate,F,0.884,0.09,299.7
conventional,temperate,M,0.861,0.02,278.2
conventional,temperate,E,3.039,0,234
organic,temperate,F,0.802,0.33,269.7
organic,tropical,B,2.013,0.5,372
organic,temperate,L,0.991,0.46,272.7
conventional,temperate,Y,1.034,0.1,277.9
organic,tropical,I,2.175,0.37,369.3
organic,tropical,Z,1.242,0.41,421.7
conventional,boreal,H,1.124,0.03,210.5
conventional,temperate,S,2.114,0.03,266.5
conventional,tropical,R,3.63,0.05,288.2
conventional,tropical,A,2.449,0.01,351.2
conventional,tropical,L,3.296,0.01,334.1
conventional,tropical,M,2.791,0.01,364.2
organic,tropical,G,1.442,0.57,355.4
organic,temperate,R,1.33,0.39,288.9
conventional,temperate,X,0.257,0.01,262.1
conventional,tropical,Y,2.688,0.03,356.4
conventional,temperate,R,2.571,0.01,201.6
organic,tropical,G,1.741,0.59,343.1
conventional,boreal,X,1.829,0.01,197.8
organic,temperate,P,0.636,0.4,284.8
organic,boreal,T,0.044,0.67,244.4
conventional,boreal,S,2.623,0,250.5
conventional,tropical,X,2.449,0.07,351.5
organic,tropical,C,1.286,0.52,360
organic,tropical,H,2.203,0.32,361.2
conventional,boreal,O,1.641,0,238.8
organic,tropical,A,1.671,0.37,387.8
organic,tropical,A,2.067,0.53,361.1
organic,tropical,C,1.451,0.36,390.5
conventional,boreal,T,2.556,0.03,206.7
conventional,boreal,V,3.591,0.02,188.1
organic,temperate,Q,0.98,0.39,302.7
organic,tropical,P,2.135,0.41,337.9
conventional,boreal,E,3.232,0,217.3
organic,tropical,Y,2.677,0.47,342.2
organic,temperate,P,1.116,0.56,258
organic,tropical,O,1.425,0.28,382.1
conventional,temperate,X,4.594,0.02,249
conventional,tropical,H,4.159,0.05,292.2
organic,temperate,C,1.448,0.46,277.2
organic,boreal,U,0.474,0.36,268.5
organic,temperate,H,0.609,0.41,291.2
conventional,temperate,T,0.346,0.01,339.4
conventional,temperate,L,2.242,0.03,301.5
organic,boreal,H,0.533,0.39,259.2
organic,temperate,E,0.415,0.39,297.8
organic,boreal,Z,0.969,0.37,266.1
organic,temperate,O,0.246,0.51,286.8
organic,temperate,Q,0.226,0.38,272.4
organic,temperate,J,0.991,0.4,281.3
organic,boreal,V,0.013,0.47,260.8
conventional,temperate,T,4.078,0,233.4
organic,temperate,N,0.204,0.41,311.1
organic,tropical,J,1.812,0.45,379
organic,boreal,A,1.516,0.27,252.5
organic,temperate,C,0.067,0.47,275.6
conventional,boreal,I,1.352,0.05,236.4
conventional,boreal,S,4.49,0.01,194.1
organic,boreal,W,0.053,0.33,229.5
organic,boreal,N,0.842,0.36,286
conventional,temperate,X,1.395,0.03,279.5
organic,tropical,Y,1.979,0.45,375.3
conventional,boreal,O,2.225,0.01,221.8
organic,temperate,B,0.013,0.31,270.3
conventional,boreal,M,3.249,0,227
organic,temperate,I,0.399,0.5,285.2
conventional,tropical,H,2.902,0,379.1
conventional,boreal,Q,0.668,0.02,228
organic,temperate,B,0.918,0.45,272.8
conventional,tropical,C,5.526,0.03,283.5
organic,boreal,G,0.954,0.38,252.4
organic,tropical,Y,1.568,0.3,346.9
conventional,temperate,C,2.793,0.06,257.8
organic,temperate,B,0.163,0.32,285.7
conventional,boreal,X,1.816,0.01,225.6
organic,boreal,F,0.572,0.45,261.1
conventional,tropical,F,3.706,0.05,304.8
organic,boreal,L,0.895,0.69,195.4
organic,boreal,W,0.235,0.5,251.1
